Datetime,State,Region,Energy Required (MU),Energy Available (MU),Peak Demand (MW),Peak Met (MW),Solar Generation,Wind Generation,Hydro Generation,Temperature,Rainfall,Humidity,Holiday,Festival
2023-01-19 07:00:00,Maharashtra,Western Region,326.16,325.27,6025.9,5922.0,34.99,30.61,53.22,16.7,0.0,43.9,0,None
2023-01-19 08:00:00,Maharashtra,Western Region,390.57,389.88,7295.2,7238.3,65.76,25.75,57.16,19.0,0.0,49.7,0,None
2023-01-19 09:00:00,Maharashtra,Western Region,463.44,454.5,8557.5,8432.5,90.32,37.75,44.34,20.1,0.0,42.3,0,None
2023-01-19 10:00:00,Maharashtra,Western Region,489.34,477.83,9048.4,8858.4,100.65,14.56,49.3,20.9,0.0,39.1,0,None
2023-01-19 11:00:00,Maharashtra,Western Region,467.3,453.29,8628.2,8296.6,120.66,17.74,40.33,21.7,0.0,45.5,0,None
2023-01-19 12:00:00,Maharashtra,Western Region,470.64,467.39,8709.8,8480.4,122.37,14.23,59.11,22.9,0.0,48.7,0,None
2023-01-19 13:00:00,Maharashtra,Western Region,443.19,435.13,8260.5,8086.5,116.89,17.72,45.36,22.4,0.0,40.4,0,None
2023-01-19 14:00:00,Maharashtra,Western Region,413.66,406.59,7678.5,7535.8,104.41,20.86,48.03,21.4,0.0,52.3,0,None
2023-01-19 15:00:00,Maharashtra,Western Region,397.06,393.09,7354.9,7188.8,87.46,23.65,48.56,20.6,0.0,35.7,0,None
2023-01-19 16:00:00,Maharashtra,Western Region,378.16,373.63,6976.1,6869.3,58.16,21.86,64.91,21.5,0.0,51.2,0,None
2023-01-19 17:00:00,Maharashtra,Western Region,368.72,363.08,6903.4,6773.2,31.68,35.66,43.7,19.2,0.0,45.6,0,None
2023-01-19 18:00:00,Maharashtra,Western Region,334.01,330.59,6094.7,5987.0,0.0,39.06,49.24,20.4,0.0,28.3,0,None
2023-01-19 19:00:00,Maharashtra,Western Region,350.43,347.67,6481.5,6309.4,0.0,37.32,37.61,18.3,0.0,49.4,0,None
2023-01-19 20:00:00,Maharashtra,Western Region,364.92,356.56,6615.8,6371.0,0.0,45.39,64.34,17.2,0.0,58.1,0,None
2023-01-19 21:00:00,Maharashtra,Western Region,368.77,358.11,6881.1,6678.1,0.0,40.73,44.09,16.0,0.0,39.3,0,None
2023-01-19 22:00:00,Maharashtra,Western Region,383.96,376.27,7069.3,6890.2,0.0,47.29,60.11,15.7,0.0,40.9,0,None
2023-01-19 23:00:00,Maharashtra,Western Region,352.82,345.25,6490.7,6356.2,0.0,46.88,59.59,14.7,0.0,46.7,0,None
2023-01-20 00:00:00,Maharashtra,Western Region,292.44,289.02,5329.3,5189.3,0.0,57.65,55.24,17.8,0.0,38.5,0,None
2023-01-20 01:00:00,Maharashtra,Western Region,286.25,282.84,5307.4,5293.1,0.0,58.65,49.37,14.6,0.0,46.5,0,None
2023-01-20 02:00:00,Maharashtra,Western Region,283.6,282.58,5284.1,5204.5,0.0,49.64,46.99,13.2,0.0,36.8,0,None
2023-01-20 03:00:00,Maharashtra,Western Region,248.77,246.35,4556.5,4512.1,0.0,39.47,51.14,14.6,0.0,41.8,0,None
2023-01-20 04:00:00,Maharashtra,Western Region,252.2,248.18,4646.3,4498.3,0.0,41.34,49.44,13.7,0.0,32.7,0,None
2023-01-20 05:00:00,Maharashtra,Western Region,274.63,273.68,5084.6,5067.0,0.0,50.65,57.87,14.7,0.0,41.7,0,None
2023-01-20 06:00:00,Maharashtra,Western Region,329.36,322.2,6084.5,5922.0,0.0,36.34,52.5,14.7,0.0,54.1,0,None
2023-01-20 07:00:00,Maharashtra,Western Region,351.08,344.63,6446.0,6441.6,34.04,26.4,49.21,18.5,0.0,51.2,0,None
2023-01-20 08:00:00,Maharashtra,Western Region,427.48,416.97,7899.0,7882.5,64.43,37.2,47.04,16.4,0.0,55.8,0,None
2023-01-20 09:00:00,Maharashtra,Western Region,433.63,423.59,8014.9,7846.4,92.65,12.15,59.78,18.0,0.0,36.2,0,None
2023-01-20 10:00:00,Maharashtra,Western Region,489.64,481.11,9108.3,8999.4,98.72,22.97,46.19,19.5,0.0,41.4,0,None
2023-01-20 11:00:00,Maharashtra,Western Region,470.61,462.43,8750.9,8651.9,114.5,21.3,50.92,21.0,0.6,24.0,0,None
2023-01-20 12:00:00,Maharashtra,Western Region,466.59,462.35,8627.2,8310.8,121.84,7.85,34.22,21.5,0.0,55.7,0,None
2023-01-20 13:00:00,Maharashtra,Western Region,442.28,439.98,8149.7,8140.5,104.92,31.07,48.5,21.8,0.0,54.0,0,None
2023-01-20 14:00:00,Maharashtra,Western Region,403.81,395.3,7458.2,7392.6,104.48,18.55,54.76,22.1,0.0,30.1,0,None
2023-01-20 15:00:00,Maharashtra,Western Region,379.39,378.15,7109.4,7104.8,87.15,22.99,42.02,19.5,0.0,43.7,0,None
2023-01-20 16:00:00,Maharashtra,Western Region,394.61,387.84,7264.5,6981.8,64.91,23.67,52.16,20.9,0.0,37.2,0,None
2023-01-20 17:00:00,Maharashtra,Western Region,344.45,343.35,6427.2,6408.4,22.52,52.22,55.36,21.4,0.0,47.1,0,None
2023-01-20 18:00:00,Maharashtra,Western Region,333.69,327.73,6124.8,6124.5,2.81,36.95,43.46,17.7,0.0,45.1,0,None
2023-01-20 19:00:00,Maharashtra,Western Region,324.43,317.78,6005.7,5786.4,0.0,37.24,42.96,19.2,0.0,40.0,0,None
2023-01-20 20:00:00,Maharashtra,Western Region,382.87,379.81,7059.0,7057.7,0.0,42.86,53.35,17.8,0.0,48.4,0,None
2023-01-20 21:00:00,Maharashtra,Western Region,392.91,383.8,7266.8,7134.2,0.0,36.2,47.99,17.5,0.0,30.6,0,None
2023-01-20 22:00:00,Maharashtra,Western Region,343.73,337.38,6384.2,6217.4,0.0,35.42,58.13,16.2,0.0,60.5,0,None
2023-01-20 23:00:00,Maharashtra,Western Region,340.26,332.48,6267.5,6073.1,0.0,52.33,58.2,17.3,0.0,42.2,0,None
2023-01-21 00:00:00,Maharashtra,Western Region,327.82,326.48,6088.2,5878.6,0.0,26.76,53.55,12.0,0.5,45.3,0,None
2023-01-21 01:00:00,Maharashtra,Western Region,273.2,268.24,5009.8,4983.2,0.0,42.8,58.55,15.7,0.0,46.6,0,None
2023-01-21 02:00:00,Maharashtra,Western Region,282.37,276.22,5237.4,5182.2,0.0,32.89,46.42,15.1,0.0,42.7,0,None
2023-01-21 03:00:00,Maharashtra,Western Region,248.15,247.96,4542.4,4435.4,0.0,29.43,49.39,11.8,0.0,35.2,0,None
2023-01-21 04:00:00,Maharashtra,Western Region,248.44,241.65,4672.6,4612.2,0.0,48.73,43.34,17.7,0.0,32.9,0,None
2023-01-21 05:00:00,Maharashtra,Western Region,252.08,245.53,4653.1,4644.4,0.0,42.95,47.42,15.4,0.0,39.7,0,None
2023-01-21 06:00:00,Maharashtra,Western Region,292.11,286.95,5355.3,5219.6,0.0,29.56,45.53,17.8,0.0,32.8,0,None
2023-01-21 07:00:00,Maharashtra,Western Region,347.05,339.42,6397.2,6270.8,30.72,26.08,54.39,18.0,0.0,47.3,0,None
2023-01-21 08:00:00,Maharashtra,Western Region,396.36,392.81,7331.7,7135.0,66.97,19.14,47.62,18.7,0.0,48.1,0,None
2023-01-21 09:00:00,Maharashtra,Western Region,464.71,460.43,8577.0,8572.7,88.65,19.63,55.4,18.9,0.0,53.4,0,None
2023-01-21 10:00:00,Maharashtra,Western Region,437.87,429.12,8147.7,8007.3,106.03,34.46,48.8,21.0,0.0,35.8,0,None
2023-01-21 11:00:00,Maharashtra,Western Region,457.14,450.34,8429.1,8200.8,127.3,20.13,40.51,21.1,0.0,47.6,0,None
2023-01-21 12:00:00,Maharashtra,Western Region,469.5,466.23,8701.1,8643.4,116.99,22.54,53.9,21.1,0.0,31.6,0,None
2023-01-21 13:00:00,Maharashtra,Western Region,427.41,420.17,7918.2,7694.2,120.82,16.31,50.19,20.6,0.0,59.9,0,None
2023-01-21 14:00:00,Maharashtra,Western Region,424.08,417.3,7860.2,7818.7,101.42,25.52,50.47,20.4,0.0,46.1,0,None
2023-01-21 15:00:00,Maharashtra,Western Region,370.02,369.39,6773.7,6668.1,90.39,19.53,47.57,20.7,0.0,48.4,0,None
2023-01-21 16:00:00,Maharashtra,Western Region,377.7,377.67,6942.4,6923.1,55.49,35.08,41.62,22.2,0.0,51.6,0,None
2023-01-21 17:00:00,Maharashtra,Western Region,335.09,331.57,6216.6,6212.2,33.61,35.02,56.43,19.4,0.0,51.1,0,None
2023-01-21 18:00:00,Maharashtra,Western Region,345.48,339.54,6430.2,6337.9,2.7,42.01,45.99,19.8,0.2,51.8,0,None
2023-01-21 19:00:00,Maharashtra,Western Region,353.45,347.91,6607.3,6518.0,0.0,23.29,49.59,19.0,0.0,47.1,0,None
2023-01-21 20:00:00,Maharashtra,Western Region,352.25,342.1,6566.7,6538.0,0.0,49.86,52.1,16.4,0.0,37.1,0,None
2023-01-21 21:00:00,Maharashtra,Western Region,363.88,355.63,6790.5,6757.1,0.0,27.76,55.97,17.4,0.0,30.8,0,None
2023-01-21 22:00:00,Maharashtra,Western Region,367.18,356.7,6782.2,6603.8,0.0,35.36,53.31,15.6,0.0,47.5,0,None
2023-01-21 23:00:00,Maharashtra,Western Region,331.75,323.67,6194.9,5951.4,0.0,50.29,42.36,16.9,0.0,38.0,0,None
2023-01-22 00:00:00,Maharashtra,Western Region,254.23,251.15,4740.6,4661.1,0.0,45.25,43.06,15.0,0.0,45.8,1,None
2023-01-22 01:00:00,Maharashtra,Western Region,235.31,229.17,4395.7,4389.1,0.0,58.79,44.78,16.2,0.0,51.7,1,None
2023-01-22 02:00:00,Maharashtra,Western Region,246.05,243.23,4587.3,4556.9,0.0,51.72,51.94,14.6,0.0,35.8,1,None
2023-01-22 03:00:00,Maharashtra,Western Region,211.07,204.95,3845.1,3800.8,0.0,51.66,51.2,15.6,0.0,41.3,1,None
2023-01-22 04:00:00,Maharashtra,Western Region,212.82,209.63,3875.3,3744.6,0.0,37.27,52.52,15.0,0.0,40.7,1,None
2023-01-22 05:00:00,Maharashtra,Western Region,210.99,207.23,3855.4,3788.3,0.0,52.3,46.95,16.2,0.0,51.9,1,None
2023-01-22 06:00:00,Maharashtra,Western Region,298.93,296.03,5526.7,5372.3,0.0,40.52,51.59,14.0,0.0,47.5,1,None
2023-01-22 07:00:00,Maharashtra,Western Region,329.42,320.5,6069.9,5986.3,37.85,28.28,43.14,16.1,0.0,37.5,1,None
2023-01-22 08:00:00,Maharashtra,Western Region,350.23,349.08,6451.7,6340.6,62.08,16.4,54.58,19.6,0.0,60.8,1,None
2023-01-22 09:00:00,Maharashtra,Western Region,388.58,386.02,7177.8,7071.8,79.4,30.75,48.91,19.8,0.0,38.0,1,None
2023-01-22 10:00:00,Maharashtra,Western Region,407.14,398.2,7529.2,7502.8,94.26,24.97,53.51,21.1,0.0,31.2,1,None
2023-01-22 11:00:00,Maharashtra,Western Region,410.12,400.71,7533.7,7412.0,123.16,9.1,51.67,22.9,0.0,51.7,1,None
2023-01-22 12:00:00,Maharashtra,Western Region,427.26,416.18,7905.0,7897.9,122.17,26.82,42.62,24.0,0.0,43.0,1,None
2023-01-22 13:00:00,Maharashtra,Western Region,375.06,374.85,6879.8,6650.4,113.67,29.83,48.48,21.0,0.0,42.6,1,None
2023-01-22 14:00:00,Maharashtra,Western Region,359.19,357.5,6684.2,6536.0,103.06,23.69,44.09,24.7,0.0,42.3,1,None
2023-01-22 15:00:00,Maharashtra,Western Region,325.51,320.97,6021.5,5977.2,91.67,13.36,48.82,23.4,0.0,52.4,1,None
2023-01-22 16:00:00,Maharashtra,Western Region,340.77,334.81,6369.8,6151.8,58.42,25.77,55.62,21.7,0.0,56.0,1,None
2023-01-22 17:00:00,Maharashtra,Western Region,306.83,306.46,5748.5,5551.6,26.68,40.31,42.48,20.3,0.0,48.9,1,None
2023-01-22 18:00:00,Maharashtra,Western Region,298.02,295.63,5599.7,5427.9,11.37,34.87,49.37,19.2,0.0,35.6,1,None
2023-01-22 19:00:00,Maharashtra,Western Region,303.39,296.64,5672.8,5642.6,0.0,44.0,42.1,19.6,0.0,55.1,1,None
2023-01-22 20:00:00,Maharashtra,Western Region,287.28,283.54,5173.1,5155.9,0.0,46.69,42.68,17.1,0.0,60.6,1,None
2023-01-22 21:00:00,Maharashtra,Western Region,316.94,309.77,5794.7,5775.0,0.0,43.74,65.83,16.6,0.0,56.1,1,None
2023-01-22 22:00:00,Maharashtra,Western Region,304.56,296.33,5587.3,5503.0,0.0,53.62,62.93,16.6,0.0,43.9,1,None
2023-01-22 23:00:00,Maharashtra,Western Region,288.13,283.11,5350.4,5247.1,0.0,46.9,43.05,17.4,0.0,42.7,1,None
2023-01-23 00:00:00,Maharashtra,Western Region,335.0,332.76,6149.4,6069.1,0.0,53.84,43.67,12.7,0.0,52.7,0,None
2023-01-23 01:00:00,Maharashtra,Western Region,289.61,282.76,5414.3,5249.5,0.0,40.1,45.27,15.4,0.0,47.0,0,None
2023-01-23 02:00:00,Maharashtra,Western Region,277.42,270.32,5158.6,4985.2,0.0,47.33,51.46,13.0,0.0,32.2,0,None
2023-01-23 03:00:00,Maharashtra,Western Region,252.93,248.38,4708.1,4698.1,0.0,37.66,41.33,14.9,0.5,55.2,0,None
2023-01-23 04:00:00,Maharashtra,Western Region,250.72,249.59,4610.6,4479.5,0.0,46.42,53.29,16.6,0.0,41.1,0,None
2023-01-23 05:00:00,Maharashtra,Western Region,289.45,280.88,5380.7,5282.1,0.0,44.66,50.67,15.4,0.0,35.6,0,None
2023-01-23 06:00:00,Maharashtra,Western Region,337.58,328.97,6192.9,6161.3,0.17,50.97,49.47,15.9,0.0,20.0,0,None
2023-01-23 07:00:00,Maharashtra,Western Region,331.62,329.67,6170.0,6125.0,32.85,24.79,50.2,17.7,0.0,36.3,0,None
2023-01-23 08:00:00,Maharashtra,Western Region,429.31,417.58,7997.4,7951.4,57.23,30.56,61.99,18.0,0.0,48.3,0,None
2023-01-23 09:00:00,Maharashtra,Western Region,416.76,414.12,7774.1,7535.8,83.0,20.12,51.77,18.7,0.0,49.7,0,None
2023-01-23 10:00:00,Maharashtra,Western Region,448.93,437.63,8356.7,8057.8,105.23,30.2,48.8,18.1,0.0,50.4,0,None
2023-01-23 11:00:00,Maharashtra,Western Region,436.44,434.45,8113.3,7948.8,116.04,25.68,50.12,22.0,0.0,55.9,0,None
2023-01-23 12:00:00,Maharashtra,Western Region,429.38,423.88,7980.1,7816.2,118.3,29.33,49.39,19.8,0.0,20.0,0,None
2023-01-23 13:00:00,Maharashtra,Western Region,435.25,426.2,7988.9,7680.6,114.36,19.59,51.59,20.9,0.0,39.1,0,None
2023-01-23 14:00:00,Maharashtra,Western Region,413.92,404.71,7644.4,7570.9,100.17,5.66,49.4,22.7,0.0,29.4,0,None
2023-01-23 15:00:00,Maharashtra,Western Region,359.48,356.7,6665.4,6412.7,80.2,18.99,56.93,19.5,0.3,50.3,0,None
2023-01-23 16:00:00,Maharashtra,Western Region,355.18,345.87,6569.4,6328.2,66.6,20.5,53.77,20.9,0.0,48.3,0,None
2023-01-23 17:00:00,Maharashtra,Western Region,363.38,363.26,6786.6,6587.1,32.26,17.46,51.99,18.8,0.0,44.5,0,None
2023-01-23 18:00:00,Maharashtra,Western Region,347.79,338.93,6392.4,6330.1,2.94,39.96,38.53,19.4,0.0,46.2,0,None
2023-01-23 19:00:00,Maharashtra,Western Region,355.58,351.71,6570.4,6402.6,0.0,39.49,54.11,16.9,0.1,38.5,0,None
2023-01-23 20:00:00,Maharashtra,Western Region,350.06,349.49,6535.2,6286.9,0.0,46.33,64.03,20.1,0.0,40.5,0,None
2023-01-23 21:00:00,Maharashtra,Western Region,339.32,331.67,6209.2,6082.3,0.0,48.93,47.15,20.5,0.0,39.6,0,None
2023-01-23 22:00:00,Maharashtra,Western Region,364.01,362.22,6888.0,6767.2,0.0,47.7,46.79,14.9,0.0,46.5,0,None
2023-01-23 23:00:00,Maharashtra,Western Region,331.29,322.51,6158.1,5985.0,0.0,45.54,41.96,17.2,0.0,41.4,0,None
2023-01-24 00:00:00,Maharashtra,Western Region,312.18,304.27,5807.0,5623.3,0.0,60.99,51.03,15.5,0.0,53.0,0,None
2023-01-24 01:00:00,Maharashtra,Western Region,296.19,288.11,5428.9,5222.9,0.0,46.11,51.36,13.4,0.0,46.6,0,None
2023-01-24 02:00:00,Maharashtra,Western Region,260.41,258.87,4798.0,4677.7,0.0,47.91,57.25,11.5,0.0,36.5,0,None
2023-01-24 03:00:00,Maharashtra,Western Region,236.16,229.82,4324.2,4321.8,0.0,42.05,47.02,12.6,0.0,48.0,0,None
2023-01-24 04:00:00,Maharashtra,Western Region,262.61,256.11,4911.4,4841.5,0.0,53.1,50.68,15.0,0.0,40.9,0,None
2023-01-24 05:00:00,Maharashtra,Western Region,283.1,281.04,5180.4,5138.4,0.0,41.81,59.98,14.6,0.0,52.1,0,None
2023-01-24 06:00:00,Maharashtra,Western Region,309.37,305.19,5711.0,5624.1,1.19,30.98,43.96,16.5,0.0,41.4,0,None
2023-01-24 07:00:00,Maharashtra,Western Region,329.0,322.58,6196.8,6110.7,31.07,40.96,55.9,18.4,0.0,48.8,0,None
2023-01-24 08:00:00,Maharashtra,Western Region,421.83,418.21,7822.1,7574.1,53.33,31.41,47.26,19.8,0.0,39.1,0,None
2023-01-24 09:00:00,Maharashtra,Western Region,423.77,423.16,7879.8,7842.4,84.6,28.42,48.09,20.6,0.0,46.6,0,None
2023-01-24 10:00:00,Maharashtra,Western Region,453.47,450.45,8247.7,8043.9,102.74,30.28,45.87,19.4,0.0,39.8,0,None
2023-01-24 11:00:00,Maharashtra,Western Region,440.76,436.41,8107.7,8086.1,122.8,21.44,52.34,17.7,0.0,37.4,0,None
2023-01-24 12:00:00,Maharashtra,Western Region,505.99,496.27,9392.1,9047.0,128.18,20.67,47.99,20.0,0.0,49.5,0,None
2023-01-24 13:00:00,Maharashtra,Western Region,424.78,414.18,7849.8,7625.7,119.47,45.41,54.85,20.5,0.0,25.8,0,None
2023-01-24 14:00:00,Maharashtra,Western Region,405.67,405.43,7488.6,7367.7,97.55,19.52,57.37,20.0,0.0,50.9,0,None
2023-01-24 15:00:00,Maharashtra,Western Region,386.28,375.44,7066.5,6916.6,74.33,40.73,50.93,21.0,0.0,45.2,0,None
2023-01-24 16:00:00,Maharashtra,Western Region,366.74,359.46,6834.1,6816.5,53.83,27.61,42.43,21.1,0.0,63.2,0,None
2023-01-24 17:00:00,Maharashtra,Western Region,354.03,346.38,6507.5,6354.9,41.98,25.62,59.74,21.2,0.0,52.2,0,None
2023-01-24 18:00:00,Maharashtra,Western Region,336.43,334.99,6128.6,6051.2,5.36,34.88,39.19,20.2,0.0,51.6,0,None
2023-01-24 19:00:00,Maharashtra,Western Region,360.64,350.34,6672.8,6499.9,0.0,29.15,43.27,18.7,0.0,47.3,0,None
2023-01-24 20:00:00,Maharashtra,Western Region,359.28,353.95,6658.0,6654.9,0.0,27.28,42.5,17.5,0.0,53.4,0,None
2023-01-24 21:00:00,Maharashtra,Western Region,375.63,372.49,6871.4,6855.3,0.0,36.18,48.68,15.9,0.0,44.6,0,None
2023-01-24 22:00:00,Maharashtra,Western Region,327.57,317.95,6071.1,6003.8,0.0,61.93,62.33,16.1,0.0,53.3,0,None
2023-01-24 23:00:00,Maharashtra,Western Region,338.22,336.61,6221.4,6220.6,0.0,49.35,53.03,15.3,0.0,41.6,0,None
2023-01-25 00:00:00,Maharashtra,Western Region,320.41,314.14,5922.5,5748.4,0.0,53.62,42.74,11.8,0.0,39.4,0,None
2023-01-25 01:00:00,Maharashtra,Western Region,295.78,292.65,5497.0,5490.2,0.0,43.35,50.41,14.6,0.0,46.0,0,None
2023-01-25 02:00:00,Maharashtra,Western Region,259.2,255.18,4745.4,4673.8,0.0,48.59,43.85,14.6,0.0,46.6,0,None
2023-01-25 03:00:00,Maharashtra,Western Region,218.29,214.43,4079.2,3951.6,0.0,58.99,46.46,15.1,0.0,44.9,0,None
2023-01-25 04:00:00,Maharashtra,Western Region,253.25,245.73,4643.6,4473.6,0.0,37.3,53.66,14.1,0.0,44.4,0,None
2023-01-25 05:00:00,Maharashtra,Western Region,276.58,272.5,5139.4,4981.7,0.0,42.37,55.06,16.1,0.0,50.3,0,None
2023-01-25 06:00:00,Maharashtra,Western Region,299.59,292.28,5594.1,5494.4,0.0,30.54,53.79,16.7,0.0,50.8,0,None
2023-01-25 07:00:00,Maharashtra,Western Region,368.97,368.61,6799.5,6600.6,25.17,49.32,44.89,16.4,0.0,51.4,0,None
2023-01-25 08:00:00,Maharashtra,Western Region,399.15,393.42,7379.7,7309.2,54.16,27.57,38.41,16.7,0.0,44.9,0,None
2023-01-25 09:00:00,Maharashtra,Western Region,443.86,432.61,8147.7,7937.9,91.87,18.26,43.23,19.1,0.0,37.9,0,None
2023-01-25 10:00:00,Maharashtra,Western Region,467.77,457.54,8705.8,8664.6,111.69,6.05,52.76,20.8,0.0,59.4,0,None
2023-01-25 11:00:00,Maharashtra,Western Region,480.53,472.66,8860.2,8612.7,112.8,15.43,49.75,17.9,0.0,47.0,0,None
2023-01-25 12:00:00,Maharashtra,Western Region,458.44,452.69,8600.2,8382.1,117.07,17.21,51.58,23.0,0.0,42.3,0,None
2023-01-25 13:00:00,Maharashtra,Western Region,434.87,433.17,8065.1,7989.0,122.85,21.37,43.53,23.1,0.0,45.8,0,None
2023-01-25 14:00:00,Maharashtra,Western Region,413.29,405.93,7792.6,7736.0,104.08,3.37,46.55,22.4,0.0,40.9,0,None
2023-01-25 15:00:00,Maharashtra,Western Region,364.47,360.82,6729.8,6601.8,82.49,38.85,53.04,20.3,0.0,48.5,0,None
2023-01-25 16:00:00,Maharashtra,Western Region,354.73,352.54,6611.1,6417.4,56.02,28.84,59.49,19.4,0.0,54.6,0,None
2023-01-25 17:00:00,Maharashtra,Western Region,333.8,326.18,6148.4,6005.3,30.07,37.67,52.54,20.8,0.0,52.0,0,None
2023-01-25 18:00:00,Maharashtra,Western Region,335.16,332.61,6214.1,6048.1,3.06,21.19,38.15,18.8,0.0,35.9,0,None
2023-01-25 19:00:00,Maharashtra,Western Region,341.78,334.05,6341.0,6151.6,0.0,42.58,56.55,19.7,0.0,39.7,0,None
2023-01-25 20:00:00,Maharashtra,Western Region,347.95,340.74,6363.6,6247.4,0.0,63.2,53.09,19.5,0.0,55.3,0,None
2023-01-25 21:00:00,Maharashtra,Western Region,378.35,374.51,7055.5,6856.5,0.0,36.97,59.71,15.1,0.0,50.4,0,None
2023-01-25 22:00:00,Maharashtra,Western Region,331.68,329.87,6140.1,6057.0,0.0,51.64,47.69,15.2,0.0,57.6,0,None
2023-01-25 23:00:00,Maharashtra,Western Region,346.79,337.32,6340.6,6160.8,0.0,41.65,48.46,16.3,0.0,51.1,0,None
2023-01-26 00:00:00,Maharashtra,Western Region,270.22,262.84,4923.6,4910.5,0.0,59.87,48.44,14.0,0.0,42.8,1,Republic Day
2023-01-26 01:00:00,Maharashtra,Western Region,256.2,252.18,4659.2,4576.8,0.0,45.88,56.51,13.8,0.0,37.1,1,Republic Day
2023-01-26 02:00:00,Maharashtra,Western Region,252.35,252.34,4618.2,4463.0,0.0,45.95,51.54,13.0,0.3,40.7,1,Republic Day
2023-01-26 03:00:00,Maharashtra,Western Region,220.97,216.52,4035.3,3943.3,0.0,39.19,52.61,12.7,0.0,40.9,1,Republic Day
2023-01-26 04:00:00,Maharashtra,Western Region,187.53,184.73,3526.1,3508.4,0.0,35.31,48.35,15.2,0.0,53.0,1,Republic Day
2023-01-26 05:00:00,Maharashtra,Western Region,227.32,222.66,4115.1,4108.8,0.0,48.18,45.03,13.8,0.0,46.3,1,Republic Day
2023-01-26 06:00:00,Maharashtra,Western Region,299.87,297.53,5532.4,5405.4,0.0,33.48,41.02,15.6,0.0,40.0,1,Republic Day
2023-01-26 07:00:00,Maharashtra,Western Region,320.73,320.08,5955.1,5831.8,30.5,42.65,47.83,15.1,0.0,36.0,1,Republic Day
2023-01-26 08:00:00,Maharashtra,Western Region,342.23,338.9,6300.3,6150.4,60.1,32.37,46.66,19.1,0.0,48.6,1,Republic Day
2023-01-26 09:00:00,Maharashtra,Western Region,392.17,391.79,7188.6,7073.3,82.85,16.15,43.53,20.3,0.0,45.2,1,Republic Day
2023-01-26 10:00:00,Maharashtra,Western Region,392.33,385.18,7273.7,7035.0,96.54,23.93,54.4,16.7,0.0,53.7,1,Republic Day
2023-01-26 11:00:00,Maharashtra,Western Region,408.57,401.64,7532.2,7462.5,116.95,14.73,55.45,21.6,0.0,45.7,1,Republic Day
2023-01-26 12:00:00,Maharashtra,Western Region,396.92,386.79,7284.1,7141.3,116.15,16.94,38.14,20.7,0.0,52.0,1,Republic Day
2023-01-26 13:00:00,Maharashtra,Western Region,378.68,369.59,7010.9,6804.1,115.06,1.26,41.26,23.3,0.0,44.3,1,Republic Day
2023-01-26 14:00:00,Maharashtra,Western Region,350.25,342.81,6448.0,6234.6,105.72,24.74,49.64,21.5,0.0,48.3,1,Republic Day
2023-01-26 15:00:00,Maharashtra,Western Region,351.77,341.63,6593.0,6513.4,88.25,23.29,62.0,23.0,0.0,43.2,1,Republic Day
2023-01-26 16:00:00,Maharashtra,Western Region,315.7,309.23,5873.4,5818.5,65.43,19.21,48.78,19.8,0.0,33.7,1,Republic Day
2023-01-26 17:00:00,Maharashtra,Western Region,298.38,296.26,5501.4,5475.5,33.0,37.73,50.52,17.9,0.0,44.8,1,Republic Day
2023-01-26 18:00:00,Maharashtra,Western Region,322.59,322.16,6019.7,5906.9,0.0,39.96,37.21,19.2,0.9,24.0,1,Republic Day
2023-01-26 19:00:00,Maharashtra,Western Region,301.83,298.76,5634.9,5515.6,0.0,33.19,47.69,19.8,0.0,44.1,1,Republic Day
2023-01-26 20:00:00,Maharashtra,Western Region,334.89,333.16,6175.1,6118.6,0.0,52.16,36.53,18.6,0.0,34.8,1,Republic Day
2023-01-26 21:00:00,Maharashtra,Western Region,293.74,286.31,5307.6,5101.9,0.0,41.74,55.05,18.1,0.0,45.5,1,Republic Day
2023-01-26 22:00:00,Maharashtra,Western Region,311.64,308.1,5798.9,5575.9,0.0,62.38,55.15,15.7,0.0,43.9,1,Republic Day
2023-01-26 23:00:00,Maharashtra,Western Region,284.2,277.81,5224.6,5184.0,0.0,39.57,40.98,15.8,0.0,41.7,1,Republic Day
2023-01-27 00:00:00,Maharashtra,Western Region,315.86,313.47,5811.2,5706.8,0.0,46.93,53.25,13.3,0.0,40.1,0,None
2023-01-27 01:00:00,Maharashtra,Western Region,260.81,257.57,4872.6,4792.1,0.0,41.04,47.88,14.8,0.0,55.4,0,None
2023-01-27 02:00:00,Maharashtra,Western Region,266.65,261.81,4965.5,4895.2,0.0,61.58,36.11,15.8,0.0,43.4,0,None
2023-01-27 03:00:00,Maharashtra,Western Region,248.1,244.26,4592.3,4498.7,0.0,54.04,49.78,16.3,0.1,39.1,0,None
2023-01-27 04:00:00,Maharashtra,Western Region,266.55,259.6,4965.8,4886.5,0.0,42.75,54.14,14.9,0.0,42.9,0,None
2023-01-27 05:00:00,Maharashtra,Western Region,305.02,296.55,5588.7,5477.8,0.0,35.06,43.26,15.2,0.0,40.7,0,None
2023-01-27 06:00:00,Maharashtra,Western Region,299.88,294.78,5657.2,5435.1,8.22,38.13,57.01,16.4,0.0,34.8,0,None
2023-01-27 07:00:00,Maharashtra,Western Region,354.7,350.36,6517.7,6474.8,38.76,32.91,53.01,16.6,0.0,54.5,0,None
2023-01-27 08:00:00,Maharashtra,Western Region,419.76,412.31,7769.4,7740.8,58.93,35.26,52.51,15.8,0.0,50.5,0,None
