Datetime,Region,Energy Required (MU),Peak Demand (MW),Grid Frequency (Hz)
2023-04-21 17:00:00,Eastern Region,218.73,3977.6,50.01
2023-04-21 17:00:00,North-Eastern Region,219.94,4004.7,50.02
2023-04-21 18:00:00,Northern Region,449.07,8181.4,50.03
2023-04-21 18:00:00,Western Region,473.18,8626.4,49.94
2023-04-21 18:00:00,Southern Region,437.18,7950.5,49.99
2023-04-21 18:00:00,Eastern Region,213.54,3908.4,49.99
2023-04-21 18:00:00,North-Eastern Region,229.47,4156.7,50.0
2023-04-21 19:00:00,Northern Region,432.01,7873.7,49.98
2023-04-21 19:00:00,Western Region,492.89,8991.4,49.91
2023-04-21 19:00:00,Southern Region,438.04,7991.7,50.03
2023-04-21 19:00:00,Eastern Region,215.39,3924.9,50.0
2023-04-21 19:00:00,North-Eastern Region,212.8,3828.7,49.95
2023-04-21 20:00:00,Northern Region,446.71,8139.0,49.97
2023-04-21 20:00:00,Western Region,423.12,7653.9,50.0
2023-04-21 20:00:00,Southern Region,421.02,7614.6,50.08
2023-04-21 20:00:00,Eastern Region,172.59,3190.2,49.95
2023-04-21 20:00:00,North-Eastern Region,170.62,3123.4,50.02
2023-04-21 21:00:00,Northern Region,372.52,6780.2,49.95
2023-04-21 21:00:00,Western Region,424.94,7791.3,50.01
2023-04-21 21:00:00,Southern Region,385.04,7002.7,50.03
2023-04-21 21:00:00,Eastern Region,195.79,3581.6,50.01
2023-04-21 21:00:00,North-Eastern Region,179.22,3237.8,50.07
2023-04-21 22:00:00,Northern Region,350.51,6343.4,49.99
2023-04-21 22:00:00,Western Region,386.06,6991.1,50.02
2023-04-21 22:00:00,Southern Region,379.1,6894.4,49.94
2023-04-21 22:00:00,Eastern Region,177.47,3264.3,50.05
2023-04-21 22:00:00,North-Eastern Region,170.53,3121.9,49.99
2023-04-21 23:00:00,Northern Region,347.92,6347.5,49.98
2023-04-21 23:00:00,Western Region,406.88,7441.3,50.03
2023-04-21 23:00:00,Southern Region,347.35,6326.8,49.96
2023-04-21 23:00:00,Eastern Region,173.83,3155.8,50.04
2023-04-21 23:00:00,North-Eastern Region,183.63,3289.3,50.06
2023-04-22 00:00:00,Northern Region,314.7,5723.1,49.99
2023-04-22 00:00:00,Western Region,361.95,6591.4,50.01
2023-04-22 00:00:00,Southern Region,326.11,5926.4,49.99
2023-04-22 00:00:00,Eastern Region,196.04,3569.0,49.99
2023-04-22 00:00:00,North-Eastern Region,165.15,3014.6,49.99
2023-04-22 01:00:00,Northern Region,355.54,6474.1,49.91
2023-04-22 01:00:00,Western Region,365.08,6637.2,49.99
2023-04-22 01:00:00,Southern Region,324.35,5963.7,50.04
2023-04-22 01:00:00,Eastern Region,168.28,3021.1,50.03
2023-04-22 01:00:00,North-Eastern Region,158.24,2920.7,50.05
2023-04-22 02:00:00,Northern Region,315.81,5773.8,50.02
2023-04-22 02:00:00,Western Region,337.1,6068.8,49.96
2023-04-22 02:00:00,Southern Region,300.04,5481.4,49.99
2023-04-22 02:00:00,Eastern Region,159.62,2875.3,50.04
2023-04-22 02:00:00,North-Eastern Region,148.42,2731.2,50.0
2023-04-22 03:00:00,Northern Region,341.44,6215.9,49.95
2023-04-22 03:00:00,Western Region,363.3,6619.3,49.99
2023-04-22 03:00:00,Southern Region,339.25,6231.5,49.85
2023-04-22 03:00:00,Eastern Region,143.97,2609.3,50.06
2023-04-22 03:00:00,North-Eastern Region,172.23,3143.9,49.97
2023-04-22 04:00:00,Northern Region,344.15,6255.4,49.99
2023-04-22 04:00:00,Western Region,361.47,6586.3,50.04
2023-04-22 04:00:00,Southern Region,312.05,5722.4,49.97
2023-04-22 04:00:00,Eastern Region,166.19,3010.1,50.02
2023-04-22 04:00:00,North-Eastern Region,163.77,3016.2,50.03
2023-04-22 05:00:00,Northern Region,332.62,6064.3,50.02
2023-04-22 05:00:00,Western Region,401.1,7288.4,50.0
2023-04-22 05:00:00,Southern Region,326.54,5947.3,50.07
2023-04-22 05:00:00,Eastern Region,162.47,2980.7,49.98
2023-04-22 05:00:00,North-Eastern Region,170.33,3050.8,49.97
2023-04-22 06:00:00,Northern Region,348.56,6329.3,50.05
2023-04-22 06:00:00,Western Region,402.59,7321.7,50.01
2023-04-22 06:00:00,Southern Region,362.69,6578.3,50.05
2023-04-22 06:00:00,Eastern Region,206.98,3726.2,50.0
2023-04-22 06:00:00,North-Eastern Region,185.65,3397.1,49.98
2023-04-22 07:00:00,Northern Region,402.73,7291.8,50.02
2023-04-22 07:00:00,Western Region,397.11,7228.6,50.0
2023-04-22 07:00:00,Southern Region,389.07,7092.7,50.04
2023-04-22 07:00:00,Eastern Region,175.05,3168.2,50.02
2023-04-22 07:00:00,North-Eastern Region,192.43,3506.5,50.0
2023-04-22 08:00:00,Northern Region,404.15,7327.1,50.1
2023-04-22 08:00:00,Western Region,465.07,8496.3,50.0
2023-04-22 08:00:00,Southern Region,420.41,7669.5,50.03
2023-04-22 08:00:00,Eastern Region,212.4,3854.0,49.95
2023-04-22 08:00:00,North-Eastern Region,214.24,3914.9,49.99
2023-04-22 09:00:00,Northern Region,401.02,7286.2,50.08
2023-04-22 09:00:00,Western Region,492.06,8989.9,50.0
2023-04-22 09:00:00,Southern Region,403.89,7361.4,50.04
2023-04-22 09:00:00,Eastern Region,209.98,3889.5,50.05
2023-04-22 09:00:00,North-Eastern Region,181.37,3327.3,49.95
2023-04-22 10:00:00,Northern Region,430.3,7812.5,50.07
2023-04-22 10:00:00,Western Region,491.86,8944.9,50.05
2023-04-22 10:00:00,Southern Region,411.51,7470.0,50.02
2023-04-22 10:00:00,Eastern Region,236.95,4302.8,50.04
2023-04-22 10:00:00,North-Eastern Region,209.85,3819.6,49.98
2023-04-22 11:00:00,Northern Region,425.5,7752.9,49.98
2023-04-22 11:00:00,Western Region,529.41,9628.9,50.04
2023-04-22 11:00:00,Southern Region,452.15,8218.4,50.02
2023-04-22 11:00:00,Eastern Region,232.66,4253.8,50.05
2023-04-22 11:00:00,North-Eastern Region,213.8,3853.8,50.01
2023-04-22 12:00:00,Northern Region,453.26,8240.5,49.99
2023-04-22 12:00:00,Western Region,528.88,9593.6,49.99
2023-04-22 12:00:00,Southern Region,435.56,7963.8,50.04
2023-04-22 12:00:00,Eastern Region,220.59,4039.4,50.04
2023-04-22 12:00:00,North-Eastern Region,246.53,4500.6,49.97
2023-04-22 13:00:00,Northern Region,454.47,8218.1,49.97
2023-04-22 13:00:00,Western Region,519.01,9404.2,50.02
2023-04-22 13:00:00,Southern Region,473.4,8618.7,50.01
2023-04-22 13:00:00,Eastern Region,236.98,4374.9,49.95
2023-04-22 13:00:00,North-Eastern Region,247.68,4515.1,49.9
2023-04-22 14:00:00,Northern Region,462.14,8357.1,50.04
2023-04-22 14:00:00,Western Region,519.13,9462.5,50.08
2023-04-22 14:00:00,Southern Region,474.84,8619.3,49.96
2023-04-22 14:00:00,Eastern Region,236.67,4387.9,49.98
2023-04-22 14:00:00,North-Eastern Region,225.04,4061.6,50.03
2023-04-22 15:00:00,Northern Region,468.59,8496.6,50.01
2023-04-22 15:00:00,Western Region,536.58,9755.8,50.05
2023-04-22 15:00:00,Southern Region,490.63,8919.3,50.02
2023-04-22 15:00:00,Eastern Region,262.56,4773.7,50.03
2023-04-22 15:00:00,North-Eastern Region,245.68,4445.5,50.0
2023-04-22 16:00:00,Northern Region,455.68,8306.1,50.03
2023-04-22 16:00:00,Western Region,539.61,9795.5,49.98
2023-04-22 16:00:00,Southern Region,463.71,8433.2,49.96
2023-04-22 16:00:00,Eastern Region,254.38,4627.0,49.98
2023-04-22 16:00:00,North-Eastern Region,239.95,4337.0,49.94
2023-04-22 17:00:00,Northern Region,421.57,7671.1,49.99
2023-04-22 17:00:00,Western Region,506.04,9259.0,49.96
2023-04-22 17:00:00,Southern Region,444.49,8117.3,49.97
2023-04-22 17:00:00,Eastern Region,260.07,4744.7,50.04
2023-04-22 17:00:00,North-Eastern Region,230.04,4181.1,50.03
2023-04-22 18:00:00,Northern Region,445.24,8087.2,49.98
2023-04-22 18:00:00,Western Region,525.66,9577.4,50.02
2023-04-22 18:00:00,Southern Region,429.97,7869.7,49.97
2023-04-22 18:00:00,Eastern Region,249.43,4561.2,50.05
2023-04-22 18:00:00,North-Eastern Region,216.65,3947.5,49.98
2023-04-22 19:00:00,Northern Region,414.81,7607.4,50.01
2023-04-22 19:00:00,Western Region,459.8,8307.5,50.05
2023-04-22 19:00:00,Southern Region,418.27,7636.7,50.03
2023-04-22 19:00:00,Eastern Region,219.04,4026.1,50.02
2023-04-22 19:00:00,North-Eastern Region,206.2,3834.5,50.0
2023-04-22 20:00:00,Northern Region,394.22,7159.1,50.02
2023-04-22 20:00:00,Western Region,462.51,8408.0,49.97
2023-04-22 20:00:00,Southern Region,381.55,6955.0,50.04
2023-04-22 20:00:00,Eastern Region,192.76,3529.3,50.05
2023-04-22 20:00:00,North-Eastern Region,190.03,3492.6,49.99
2023-04-22 21:00:00,Northern Region,352.5,6417.7,49.99
2023-04-22 21:00:00,Western Region,420.6,7630.3,50.07
2023-04-22 21:00:00,Southern Region,381.39,6934.5,50.01
2023-04-22 21:00:00,Eastern Region,186.8,3445.4,50.04
2023-04-22 21:00:00,North-Eastern Region,184.1,3288.5,50.04
2023-04-22 22:00:00,Northern Region,363.51,6582.1,50.01
2023-04-22 22:00:00,Western Region,366.59,6753.8,50.04
2023-04-22 22:00:00,Southern Region,350.57,6397.5,50.04
2023-04-22 22:00:00,Eastern Region,174.89,3151.3,50.04
2023-04-22 22:00:00,North-Eastern Region,174.46,3171.1,50.03
2023-04-22 23:00:00,Northern Region,356.31,6525.0,50.02
2023-04-22 23:00:00,Western Region,421.42,7641.8,49.96
2023-04-22 23:00:00,Southern Region,317.34,5795.4,49.98
2023-04-22 23:00:00,Eastern Region,158.79,2884.2,49.95
2023-04-22 23:00:00,North-Eastern Region,159.63,2872.7,49.94
2023-04-23 00:00:00,Northern Region,344.79,6273.6,50.0
2023-04-23 00:00:00,Western Region,348.05,6395.6,50.02
2023-04-23 00:00:00,Southern Region,342.28,6238.4,50.03
2023-04-23 00:00:00,Eastern Region,178.34,3249.5,49.96
2023-04-23 00:00:00,North-Eastern Region,161.03,2976.2,50.04
2023-04-23 01:00:00,Northern Region,336.44,6080.8,49.96
2023-04-23 01:00:00,Western Region,332.71,6056.8,50.04
2023-04-23 01:00:00,Southern Region,323.3,5904.7,49.99
2023-04-23 01:00:00,Eastern Region,165.2,2996.1,50.01
2023-04-23 01:00:00,North-Eastern Region,152.72,2832.1,49.94
2023-04-23 02:00:00,Northern Region,310.29,5657.8,50.06
2023-04-23 02:00:00,Western Region,340.29,6172.0,49.94
2023-04-23 02:00:00,Southern Region,314.68,5744.2,50.01
2023-04-23 02:00:00,Eastern Region,143.73,2568.4,49.98
2023-04-23 02:00:00,North-Eastern Region,183.51,3383.4,49.98
2023-04-23 03:00:00,Northern Region,325.13,5901.9,50.01
2023-04-23 03:00:00,Western Region,345.38,6245.1,50.03
2023-04-23 03:00:00,Southern Region,359.65,6516.8,50.01
2023-04-23 03:00:00,Eastern Region,151.4,2809.4,49.98
2023-04-23 03:00:00,North-Eastern Region,151.41,2808.5,49.98
2023-04-23 04:00:00,Northern Region,319.91,5824.6,49.97
2023-04-23 04:00:00,Western Region,383.73,6981.6,49.95
2023-04-23 04:00:00,Southern Region,310.08,5620.0,50.0
2023-04-23 04:00:00,Eastern Region,180.8,3302.2,50.01
2023-04-23 04:00:00,North-Eastern Region,162.74,2990.1,50.03
2023-04-23 05:00:00,Northern Region,322.62,5925.3,50.0
2023-04-23 05:00:00,Western Region,400.16,7286.7,49.98
2023-04-23 05:00:00,Southern Region,355.69,6463.8,50.01
2023-04-23 05:00:00,Eastern Region,163.98,3036.0,50.04
2023-04-23 05:00:00,North-Eastern Region,164.34,2970.9,49.98
2023-04-23 06:00:00,Northern Region,337.92,6166.9,50.1
2023-04-23 06:00:00,Western Region,428.88,7858.2,49.99
2023-04-23 06:00:00,Southern Region,339.81,6211.4,49.96
2023-04-23 06:00:00,Eastern Region,199.48,3600.7,50.02
2023-04-23 06:00:00,North-Eastern Region,211.59,3857.7,49.93
2023-04-23 07:00:00,Northern Region,379.5,6856.5,49.93
2023-04-23 07:00:00,Western Region,415.24,7509.1,49.93
2023-04-23 07:00:00,Southern Region,407.18,7436.2,50.0
2023-04-23 07:00:00,Eastern Region,166.61,3024.2,50.03
2023-04-23 07:00:00,North-Eastern Region,196.11,3561.8,49.94
2023-04-23 08:00:00,Northern Region,407.98,7423.9,50.04
2023-04-23 08:00:00,Western Region,451.38,8257.8,50.03
2023-04-23 08:00:00,Southern Region,374.86,6824.5,49.96
2023-04-23 08:00:00,Eastern Region,200.28,3655.3,49.95
2023-04-23 08:00:00,North-Eastern Region,210.86,3854.9,50.07
2023-04-23 09:00:00,Northern Region,414.2,7563.7,49.91
2023-04-23 09:00:00,Western Region,477.3,8725.7,49.94
2023-04-23 09:00:00,Southern Region,413.88,7558.5,50.0
2023-04-23 09:00:00,Eastern Region,239.75,4356.2,50.01
2023-04-23 09:00:00,North-Eastern Region,200.59,3652.9,49.95
2023-04-23 10:00:00,Northern Region,439.96,8069.3,50.0
2023-04-23 10:00:00,Western Region,487.92,8826.5,49.96
2023-04-23 10:00:00,Southern Region,418.19,7581.6,50.04
2023-04-23 10:00:00,Eastern Region,244.46,4465.4,50.01
2023-04-23 10:00:00,North-Eastern Region,197.53,3646.8,50.01
2023-04-23 11:00:00,Northern Region,453.22,8235.8,49.97
2023-04-23 11:00:00,Western Region,487.77,8930.7,50.03
2023-04-23 11:00:00,Southern Region,454.52,8257.8,49.98
2023-04-23 11:00:00,Eastern Region,213.12,3892.9,50.0
2023-04-23 11:00:00,North-Eastern Region,243.6,4400.6,50.06
2023-04-23 12:00:00,Northern Region,472.51,8578.3,49.96
2023-04-23 12:00:00,Western Region,517.69,9354.9,50.01
2023-04-23 12:00:00,Southern Region,478.49,8692.5,49.99
2023-04-23 12:00:00,Eastern Region,250.05,4588.8,49.92
2023-04-23 12:00:00,North-Eastern Region,240.61,4383.6,50.03
2023-04-23 13:00:00,Northern Region,468.88,8541.1,49.96
2023-04-23 13:00:00,Western Region,489.23,8900.6,50.0
2023-04-23 13:00:00,Southern Region,507.53,9204.2,49.95
2023-04-23 13:00:00,Eastern Region,232.11,4241.4,49.98
2023-04-23 13:00:00,North-Eastern Region,219.07,4015.3,49.97
2023-04-23 14:00:00,Northern Region,487.56,8872.5,50.04
2023-04-23 14:00:00,Western Region,529.25,9623.5,50.01
2023-04-23 14:00:00,Southern Region,470.3,8568.2,49.99
2023-04-23 14:00:00,Eastern Region,242.44,4408.6,50.03
2023-04-23 14:00:00,North-Eastern Region,259.14,4720.8,50.02
2023-04-23 15:00:00,Northern Region,496.0,9031.6,50.04
2023-04-23 15:00:00,Western Region,511.75,9311.7,50.02
2023-04-23 15:00:00,Southern Region,471.82,8601.3,49.96
2023-04-23 15:00:00,Eastern Region,258.48,4704.1,49.98
2023-04-23 15:00:00,North-Eastern Region,214.66,3905.1,49.98
2023-04-23 16:00:00,Northern Region,475.35,8610.0,50.02
2023-04-23 16:00:00,Western Region,531.23,9674.7,50.05
2023-04-23 16:00:00,Southern Region,464.94,8546.3,50.01
2023-04-23 16:00:00,Eastern Region,240.1,4347.3,49.97
2023-04-23 16:00:00,North-Eastern Region,250.37,4593.1,49.9
2023-04-23 17:00:00,Northern Region,453.14,8203.0,50.0
2023-04-23 17:00:00,Western Region,527.03,9639.3,50.04
2023-04-23 17:00:00,Southern Region,475.95,8643.1,49.98
2023-04-23 17:00:00,Eastern Region,218.62,3951.4,49.96
2023-04-23 17:00:00,North-Eastern Region,203.57,3768.2,50.01
2023-04-23 18:00:00,Northern Region,438.75,8012.8,49.93
2023-04-23 18:00:00,Western Region,478.41,8670.6,50.0
2023-04-23 18:00:00,Southern Region,442.19,8058.6,50.0
2023-04-23 18:00:00,Eastern Region,214.41,3893.6,49.96
2023-04-23 18:00:00,North-Eastern Region,214.19,3883.5,49.96
2023-04-23 19:00:00,Northern Region,433.52,7858.1,50.0
2023-04-23 19:00:00,Western Region,471.11,8558.9,50.05
2023-04-23 19:00:00,Southern Region,394.57,7189.0,50.0
2023-04-23 19:00:00,Eastern Region,225.5,4122.2,50.0
2023-04-23 19:00:00,North-Eastern Region,215.04,3944.1,49.99
2023-04-23 20:00:00,Northern Region,389.8,7027.4,50.02
2023-04-23 20:00:00,Western Region,444.81,8032.2,49.97
2023-04-23 20:00:00,Southern Region,383.82,6971.5,49.99
2023-04-23 20:00:00,Eastern Region,196.57,3537.6,49.97
2023-04-23 20:00:00,North-Eastern Region,212.67,3811.1,50.04
2023-04-23 21:00:00,Northern Region,366.35,6684.2,50.0
2023-04-23 21:00:00,Western Region,435.87,7926.7,50.05
2023-04-23 21:00:00,Southern Region,396.71,7170.8,49.97
2023-04-23 21:00:00,Eastern Region,203.47,3684.5,50.04
2023-04-23 21:00:00,North-Eastern Region,191.92,3511.3,49.97
2023-04-23 22:00:00,Northern Region,356.42,6473.8,50.01
2023-04-23 22:00:00,Western Region,406.89,7352.1,49.99
2023-04-23 22:00:00,Southern Region,368.79,6709.3,50.0
2023-04-23 22:00:00,Eastern Region,161.34,2951.4,49.98
2023-04-23 22:00:00,North-Eastern Region,215.31,3892.0,49.99
2023-04-23 23:00:00,Northern Region,348.49,6342.1,49.98
2023-04-23 23:00:00,Western Region,388.26,7093.9,50.06
2023-04-23 23:00:00,Southern Region,333.7,6086.1,50.03
2023-04-23 23:00:00,Eastern Region,164.34,3027.2,50.03
2023-04-23 23:00:00,North-Eastern Region,168.66,3029.5,50.02
2023-04-24 00:00:00,Northern Region,333.46,6039.1,50.05
2023-04-24 00:00:00,Western Region,373.82,6778.5,50.04
2023-04-24 00:00:00,Southern Region,308.43,5616.0,50.09
2023-04-24 00:00:00,Eastern Region,163.25,2992.3,50.05
2023-04-24 00:00:00,North-Eastern Region,186.36,3391.2,50.0
2023-04-24 01:00:00,Northern Region,340.24,6177.6,50.02
2023-04-24 01:00:00,Western Region,340.35,6184.4,49.96
2023-04-24 01:00:00,Southern Region,323.03,5877.0,50.0
2023-04-24 01:00:00,Eastern Region,176.5,3211.0,49.98
2023-04-24 01:00:00,North-Eastern Region,169.31,3095.2,50.02
2023-04-24 02:00:00,Northern Region,319.65,5815.7,50.08
2023-04-24 02:00:00,Western Region,369.37,6699.8,49.99
2023-04-24 02:00:00,Southern Region,328.05,6019.6,49.99
2023-04-24 02:00:00,Eastern Region,178.62,3242.2,49.96
2023-04-24 02:00:00,North-Eastern Region,151.27,2773.8,50.05
2023-04-24 03:00:00,Northern Region,320.31,5840.1,50.05
2023-04-24 03:00:00,Western Region,374.99,6874.6,49.97
2023-04-24 03:00:00,Southern Region,307.73,5598.4,49.94
2023-04-24 03:00:00,Eastern Region,176.45,3175.6,49.99
2023-04-24 03:00:00,North-Eastern Region,167.99,3104.1,50.06
2023-04-24 04:00:00,Northern Region,303.55,5500.9,50.1
2023-04-24 04:00:00,Western Region,361.1,6610.4,50.0
2023-04-24 04:00:00,Southern Region,319.44,5810.9,49.98
2023-04-24 04:00:00,Eastern Region,136.07,2501.7,50.05
2023-04-24 04:00:00,North-Eastern Region,180.61,3239.3,49.98
2023-04-24 05:00:00,Northern Region,352.7,6475.9,49.97
2023-04-24 05:00:00,Western Region,408.07,7408.7,49.91
2023-04-24 05:00:00,Southern Region,337.36,6139.4,49.97
2023-04-24 05:00:00,Eastern Region,153.66,2804.0,49.95
2023-04-24 05:00:00,North-Eastern Region,176.07,3230.9,50.04
2023-04-24 06:00:00,Northern Region,340.09,6177.5,50.01
2023-04-24 06:00:00,Western Region,421.55,7631.5,50.03
2023-04-24 06:00:00,Southern Region,379.35,6947.9,49.96
2023-04-24 06:00:00,Eastern Region,169.52,3085.8,49.95
2023-04-24 06:00:00,North-Eastern Region,169.97,3091.8,49.98
2023-04-24 07:00:00,Northern Region,369.45,6679.0,50.05
2023-04-24 07:00:00,Western Region,418.26,7590.4,50.04
2023-04-24 07:00:00,Southern Region,378.48,6913.9,50.02
2023-04-24 07:00:00,Eastern Region,180.64,3237.2,50.0
2023-04-24 07:00:00,North-Eastern Region,189.13,3450.7,50.01
2023-04-24 08:00:00,Northern Region,379.95,6893.1,50.02
2023-04-24 08:00:00,Western Region,465.75,8485.0,49.98
2023-04-24 08:00:00,Southern Region,390.63,7100.0,49.93
2023-04-24 08:00:00,Eastern Region,188.07,3467.1,49.95
2023-04-24 08:00:00,North-Eastern Region,215.16,3855.7,49.99
2023-04-24 09:00:00,Northern Region,420.35,7670.7,50.0
2023-04-24 09:00:00,Western Region,462.04,8437.3,49.97
2023-04-24 09:00:00,Southern Region,414.81,7551.1,50.02
2023-04-24 09:00:00,Eastern Region,192.56,3561.7,49.96
2023-04-24 09:00:00,North-Eastern Region,204.29,3718.3,49.94
2023-04-24 10:00:00,Northern Region,439.17,7997.0,49.99
2023-04-24 10:00:00,Western Region,504.27,9162.8,50.08
2023-04-24 10:00:00,Southern Region,436.2,7903.9,50.05
2023-04-24 10:00:00,Eastern Region,195.74,3527.9,49.99
2023-04-24 10:00:00,North-Eastern Region,206.02,3803.6,49.95
2023-04-24 11:00:00,Northern Region,445.5,8082.7,49.86
2023-04-24 11:00:00,Western Region,521.83,9457.3,49.93
2023-04-24 11:00:00,Southern Region,433.68,7922.4,50.05
2023-04-24 11:00:00,Eastern Region,232.48,4245.9,49.95
2023-04-24 11:00:00,North-Eastern Region,224.93,4144.2,49.98
2023-04-24 12:00:00,Northern Region,486.34,8859.7,49.93
2023-04-24 12:00:00,Western Region,546.89,9918.7,49.95
2023-04-24 12:00:00,Southern Region,465.32,8482.1,50.0
2023-04-24 12:00:00,Eastern Region,257.8,4704.2,49.94
2023-04-24 12:00:00,North-Eastern Region,245.43,4445.6,49.91
2023-04-24 13:00:00,Northern Region,477.23,8691.3,50.09
2023-04-24 13:00:00,Western Region,508.42,9236.7,49.99
2023-04-24 13:00:00,Southern Region,493.52,8990.8,49.99
2023-04-24 13:00:00,Eastern Region,232.03,4207.2,50.04
2023-04-24 13:00:00,North-Eastern Region,249.37,4473.5,49.98
2023-04-24 14:00:00,Northern Region,490.78,8943.2,50.04
2023-04-24 14:00:00,Western Region,558.21,10138.9,49.98
2023-04-24 14:00:00,Southern Region,479.31,8696.1,49.97
2023-04-24 14:00:00,Eastern Region,244.45,4429.3,50.05
2023-04-24 14:00:00,North-Eastern Region,221.84,3978.3,50.01
2023-04-24 15:00:00,Northern Region,466.03,8513.6,50.08
2023-04-24 15:00:00,Western Region,540.18,9832.7,49.99
2023-04-24 15:00:00,Southern Region,509.98,9225.1,49.94
2023-04-24 15:00:00,Eastern Region,237.04,4261.8,50.0
2023-04-24 15:00:00,North-Eastern Region,220.01,4040.0,49.98
2023-04-24 16:00:00,Northern Region,495.74,8994.0,50.0
2023-04-24 16:00:00,Western Region,500.99,9123.5,50.03
2023-04-24 16:00:00,Southern Region,466.0,8506.0,49.99
2023-04-24 16:00:00,Eastern Region,216.83,3947.9,49.98
2023-04-24 16:00:00,North-Eastern Region,254.2,4633.0,49.95
2023-04-24 17:00:00,Northern Region,447.17,8102.0,49.99
2023-04-24 17:00:00,Western Region,503.92,9213.2,50.0
2023-04-24 17:00:00,Southern Region,460.77,8398.4,49.93
2023-04-24 17:00:00,Eastern Region,246.67,4526.2,49.97
2023-04-24 17:00:00,North-Eastern Region,229.61,4244.1,50.04
2023-04-24 18:00:00,Northern Region,432.9,7873.5,50.09
2023-04-24 18:00:00,Western Region,470.69,8626.2,50.04
2023-04-24 18:00:00,Southern Region,439.36,8000.8,49.97
2023-04-24 18:00:00,Eastern Region,219.08,3955.7,49.92
2023-04-24 18:00:00,North-Eastern Region,231.33,4210.6,50.01
2023-04-24 19:00:00,Northern Region,437.76,7957.3,49.97
2023-04-24 19:00:00,Western Region,468.49,8536.4,50.03
2023-04-24 19:00:00,Southern Region,429.33,7779.3,49.97
2023-04-24 19:00:00,Eastern Region,208.79,3748.0,49.92
2023-04-24 19:00:00,North-Eastern Region,221.31,3994.5,50.06
2023-04-24 20:00:00,Northern Region,387.65,7029.6,50.02
2023-04-24 20:00:00,Western Region,433.54,7935.5,49.99
2023-04-24 20:00:00,Southern Region,395.46,7218.3,49.95
2023-04-24 20:00:00,Eastern Region,209.63,3860.5,50.0
2023-04-24 20:00:00,North-Eastern Region,197.61,3610.8,49.99
2023-04-24 21:00:00,Northern Region,391.84,7148.1,50.02
2023-04-24 21:00:00,Western Region,417.31,7558.0,50.0
2023-04-24 21:00:00,Southern Region,389.01,7107.2,50.09
2023-04-24 21:00:00,Eastern Region,195.84,3552.9,50.06
2023-04-24 21:00:00,North-Eastern Region,186.94,3413.1,50.02
2023-04-24 22:00:00,Northern Region,373.5,6789.8,50.09
2023-04-24 22:00:00,Western Region,388.42,7083.7,50.06
2023-04-24 22:00:00,Southern Region,354.2,6429.5,49.94
2023-04-24 22:00:00,Eastern Region,177.22,3251.5,50.0
2023-04-24 22:00:00,North-Eastern Region,150.33,2739.1,50.02
2023-04-24 23:00:00,Northern Region,337.61,6148.7,50.04
2023-04-24 23:00:00,Western Region,383.78,7000.3,49.97
2023-04-24 23:00:00,Southern Region,336.44,6105.1,49.97
2023-04-24 23:00:00,Eastern Region,163.52,3040.8,50.07
2023-04-24 23:00:00,North-Eastern Region,162.73,2956.0,50.03
2023-04-25 00:00:00,Northern Region,321.51,5881.1,50.01
2023-04-25 00:00:00,Western Region,369.76,6715.7,50.06
2023-04-25 00:00:00,Southern Region,317.32,5773.8,50.01
2023-04-25 00:00:00,Eastern Region,174.5,3189.8,49.98
2023-04-25 00:00:00,North-Eastern Region,153.71,2809.6,50.0
2023-04-25 01:00:00,Northern Region,306.56,5561.7,49.98
2023-04-25 01:00:00,Western Region,384.45,6921.2,49.95
2023-04-25 01:00:00,Southern Region,325.7,5928.7,50.09
2023-04-25 01:00:00,Eastern Region,143.41,2579.5,50.05
2023-04-25 01:00:00,North-Eastern Region,150.81,2717.1,49.94
2023-04-25 02:00:00,Northern Region,329.77,5998.9,50.03
2023-04-25 02:00:00,Western Region,364.89,6651.3,50.1
2023-04-25 02:00:00,Southern Region,298.93,5448.8,49.99
2023-04-25 02:00:00,Eastern Region,171.63,3117.9,49.95
2023-04-25 02:00:00,North-Eastern Region,189.47,3443.2,50.07
2023-04-25 03:00:00,Northern Region,337.9,6178.7,49.91
2023-04-25 03:00:00,Western Region,362.1,6618.0,49.95
2023-04-25 03:00:00,Southern Region,326.54,5896.3,49.97
2023-04-25 03:00:00,Eastern Region,146.04,2675.2,50.04
2023-04-25 03:00:00,North-Eastern Region,161.23,2983.1,50.0
2023-04-25 04:00:00,Northern Region,318.24,5825.2,50.01
2023-04-25 04:00:00,Western Region,338.89,6206.5,50.03
2023-04-25 04:00:00,Southern Region,342.47,6258.4,50.04
2023-04-25 04:00:00,Eastern Region,140.45,2611.6,50.08
2023-04-25 04:00:00,North-Eastern Region,143.17,2610.9,49.97
2023-04-25 05:00:00,Northern Region,344.58,6237.8,49.98
2023-04-25 05:00:00,Western Region,391.56,7148.3,50.08
2023-04-25 05:00:00,Southern Region,342.59,6222.9,50.0
2023-04-25 05:00:00,Eastern Region,200.68,3655.2,50.02
2023-04-25 05:00:00,North-Eastern Region,185.83,3374.8,50.02
2023-04-25 06:00:00,Northern Region,371.83,6728.2,50.02
2023-04-25 06:00:00,Western Region,414.22,7495.3,49.99
2023-04-25 06:00:00,Southern Region,364.2,6616.4,49.99
2023-04-25 06:00:00,Eastern Region,169.1,3073.3,49.98
2023-04-25 06:00:00,North-Eastern Region,175.61,3233.1,49.98
2023-04-25 07:00:00,Northern Region,384.0,6970.7,50.02
